,Title,Artist,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
12958,According to You,Orianthi,1,72phhQtfwZcRweweRxxkmU,0.619,0.917,5,-2.582,1,0.0507,0.0233,1.21E-05,0.0986,0.552,131.002,200347,4
12959,My Chick Bad,Ludacris,1,3bMNprrp2JDKZsGbiXpsJl,0.624,0.723,1,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,216933,4
12960,Meet Me Halfway,The Black Eyed Peas,1,0xfpx7AiwgSKEtjotea2L6,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17E-05,0.324,0.4,130,284373,4
12961,Take It Off,Kesha,1,0WCiI0ddWiu5F2kSHgfw5S,0.729,0.675,5,-5.292,0,0.0286,4.14E-05,0.00126,0.0867,0.74,125.036,215200,4
12962,Over,Drake,1,6BdgtqiV3oXNqBikezwdvC,0.35,0.845,7,-5.614,1,0.2,0.0107,0,0.123,0.45,99.643,233560,5
12963,Animal,Neon Trees,1,1fBl642IhJOE5U319Gy2Go,0.482,0.833,5,-5.611,1,0.0449,0.000346,0,0.365,0.74,148.039,212293,4
12965,Magic,B.o.B,1,5uHYcK0nbEYgRaFTY5BqnP,0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,196133,4
12966,Tie Me Down,New Boyz,1,4faiJXyBflUVVOOE9fxbeg,0.42,0.787,8,-4.467,1,0.294,0.0104,0,0.198,0.38,97.967,178808,4
12967,Your Love,Nicki Minaj,1,3bGxiCPouq52ZtI8ybMCX5,0.424,0.52,11,-10.231,1,0.343,0.00204,0.00413,0.411,0.184,189.613,245253,4
12968,Deuces,Chris Brown,1,6wN4nT2qy3MQc098yL3Eu9,0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.0787,0.217,73.987,276560,4
12969,Impossible,Shontelle,1,45EDI3rk0f4cAMt9f8b56R,0.599,0.624,8,-3.631,1,0.0343,0.385,0,0.125,0.539,90.034,226533,4
12970,Two Is Better Than One,Boys Like Girls,1,1MaqkdFNIKPdpQGDzme5ss,0.521,0.702,0,-5.189,1,0.0331,0.189,0,0.0962,0.25,127.976,242840,4
12971,My First Kiss,3OH!3,1,17tDv8WA8IhqE8qzuQn707,0.682,0.889,0,-4.166,1,0.0804,0.00564,0,0.36,0.827,138.021,192440,4
12972,Rock That Body,The Black Eyed Peas,1,5K5LbSTVuKKe1KGMNfBgIW,0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39E-05,0.426,0.841,124.992,268840,4
12973,Secrets,OneRepublic,1,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,224693,4
12974,Naturally,Selena Gomez & the Scene,1,1YaVmBh7EAeR54FIjuFcb5,0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01E-06,0.0534,0.875,132.612,202587,4
12975,Un-Thinkable (I'm Ready),Alicia Keys,1,4JOP8ELK6AaeySe7sKe996,0.595,0.507,7,-7.892,1,0.0618,0.732,1.97E-05,0.106,0.337,86.099,249240,4
12976,All I Do Is Win,DJ Khaled,1,6u5M4jPpYkoRV4vVHDQvkd,0.549,0.791,10,-3.535,1,0.133,0.0104,0,0.444,0.293,150.094,227293,4
12977,I Made It (Cash Money Heroes),Kevin Rudolf,1,6H2wnX7ytNeCKERIVqCwgs,0.592,0.944,7,-2.94,1,0.111,0.043,0,0.365,0.574,124.42,249547,5
12978,Stuck Like Glue,Sugarland,1,0JcKdUGNR7zI4jJDLyYXbi,0.702,0.795,1,-4.764,1,0.0568,0.329,0,0.0505,0.836,83.961,247587,4
12979,Hey Daddy (Daddy's Home),Usher,1,030OCtLMrljNhp8OWHBWW3,0.59,0.698,11,-4.262,1,0.0286,0.000176,0,0.107,0.352,95.975,224093,4
12980,There Goes My Baby,Usher,1,6IUiqtI8tE49sqGbmtrNd8,0.626,0.52,9,-8.077,0,0.0892,0.175,0,0.13,0.257,77.468,281293,4
12981,Today Was a Fairytale,Taylor Swift,1,1P5QpwOgXJuoVTm3CWbnLY,0.485,0.717,7,-4.54,1,0.0321,0.0284,5.63E-06,0.14,0.356,158.047,241813,4
12982,Say Something,Timbaland,1,7qje9qxLncMESiPeI27SAn,0.555,0.713,11,-4.549,1,0.0911,0.0845,0,0.712,0.725,79.934,240920,4
12983,Undo It,Carrie Underwood,1,1Fo2N5iXRi37maMboaig7O,0.476,0.84,2,-2.259,1,0.058,0.11,0,0.046,0.648,156.254,177253,4
12984,Eenie Meenie,Sean Kingston and Justin Bieber,1,7Ac7iWJMcTrCpW21U99cxP,0.776,0.871,0,-14.177,1,0.052,0.000222,0.909,0.0888,0.963,140.018,291265,4
12985,Right Above It,Lil Wayne,1,1kMuU3TNQvHbqvXCWBodmP,0.376,0.841,3,-4.348,0,0.356,0.0435,0,0.578,0.463,76.052,271947,4
12986,The House That Built Me,Miranda Lambert,1,02eD9ymfJOJOhM97HYp5R9,0.515,0.3,5,-8.005,1,0.0289,0.575,8.46E-06,0.115,0.206,81.12,236627,4
12987,If I Die Young,The Band Perry,1,4u26EevCNXMhlvE1xFBJwX,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,222773,4
12988,The Only Exception,Paramore,1,7JIuqL4ZqkpfGKQhYlrirs,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,267653,3
12989,American Honey,Lady Antebellum,1,4xInIiKipU1mtUogJ3ZdYr,0.588,0.684,1,-5.154,1,0.0288,0.508,0,0.141,0.121,85.997,224867,4
12990,King of Anything,Sara Bareilles,1,3VA8T3rNy5V24AXxNK5u9E,0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003,207493,4
12991,Life After You,Daughtry,1,70NGpcNvhI2hqonWNAETIu,0.396,0.796,5,-3.253,1,0.0357,0.0597,0,0.407,0.362,154.037,207213,3
12993,Teach Me How to Dougie,Cali Swag District,1,61LtVmmkGr8P9I2tSPvdpf,0.846,0.438,11,-4.981,1,0.141,0.2,9.43E-05,0.0939,0.512,85.013,237480,4
12994,Try Sleeping with a Broken Heart,Alicia Keys,1,1yK9LISg5uBOOW5bT2Wm0i,0.496,0.82,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,249013,5
12995,"Lover, Lover",Jerrod Niemann,1,5UzU0qw21okODBNUnxptVo,0.879,0.567,7,-6.509,1,0.0586,0.184,0,0.622,0.948,112.472,193733,4
12996,Rolling in the Deep,Adele,1,1CkvWZme3pRgbzaxZnTl5X,0.729,0.756,8,-5.119,1,0.0294,0.131,0,0.0527,0.522,104.945,228293,4
12997,Party Rock Anthem,LMFAO,1,0IkKz2J93C94Ei4BvDop7P,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,262173,4
12998,Firework,Katy Perry,1,4lCv7b86sLynZbXhfScfm2,0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072,227880,4
12999,E.T.,Katy Perry,1,36ux3YuUsGTWPT8fXclS45,0.62,0.869,1,-5.252,1,0.175,0.0181,0,0.369,0.76,151.684,229573,4
13000,Give Me Everything,Pitbull,1,4QNpBfC0zvjKqPJcyqBy9W,0.671,0.939,8,-3.206,1,0.161,0.192,0,0.298,0.529,129.023,252307,4
13001,Grenade,Bruno Mars,1,4DoSialsr7LJzGyrwsigjz,0.588,0.877,1,-3.279,0,0.0291,0.0177,0,0.104,0.636,114.968,223013,4
13002,Fuck You,CeeLo Green,1,4ycLiPVzE5KamivXrAzGFG,0.69,0.834,0,-5.79,1,0.0566,0.129,0,0.136,0.738,127.43,222933,4
13003,Super Bass,Nicki Minaj,1,0iYebKFUSfF72fUu2OW6ZT,0.72,0.861,11,-4.339,1,0.209,0.269,5.11E-06,0.601,0.669,126.991,200013,4
13004,Moves like Jagger,Maroon 5,1,7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,201160,4
13005,Just Can't Get Enough,The Black Eyed Peas,1,19jd1ffgFMwGpafuoqImry,0.475,0.44,0,-11.459,0,0.0395,0.116,0.715,0.126,0.107,93.993,222015,4
13006,On the Floor,Jennifer Lopez,1,0Oe49j06Bjrxs8PltuVeaW,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,4
13007,S&M,Rihanna,1,2u02eLj96Atd6TBxkH9YvN,0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,243533,4
13008,Pumped Up Kicks,Foster the People,1,7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
13009,Last Friday Night (T.G.I.F.),Katy Perry,1,455AfCsOhhLPRc68sE01D8,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,230747,4
13010,Tonight (I'm Lovin' You),Enrique Iglesias,1,6Nd5l4UfK8pYiKFg1NBbwE,0.72,0.63,0,-14.982,0,0.0504,0.0891,0.00154,0.134,0.935,125.922,244382,4
13011,Raise Your Glass,Pink,1,1gv4xPanImH17bKZ9rOveR,0.7,0.709,7,-5.006,1,0.0839,0.0048,0,0.0289,0.625,122.019,202960,4
13012,Born This Way,Lady Gaga,1,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,210200,4
13013,F**kin' Perfect,Pink,1,3MGJF1CDFGfjXESL2Heva0,0.57,0.646,7,-4.748,1,0.0331,0.0412,0,0.362,0.485,91.954,213413,4
13015,Look at Me Now,Chris Brown,1,3hsmbFKT5Cujb5GQjqEU39,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51E-06,0.144,0.538,146.155,222587,4
13016,Down on Me,Jeremih,1,0x3TibRgnSqzkcwrqBd4iX,0.7,0.598,2,-7.783,1,0.114,0.0369,0,0.111,0.594,160.041,228453,4
13017,How to Love,Lil Wayne,1,4aX4Oycsk1fhHIee1zqsDe,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.14E-06,0.108,0.272,154.001,240307,4
13018,Someone Like You,Adele,1,4kflIGfjdZJW4ot2ioixTB,0.559,0.33,9,-8.251,1,0.0285,0.892,0,0.0975,0.285,135.109,285040,4
13019,The Lazy Song,Bruno Mars,1,1ExfPZEiahqhLyajhybFeS,0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.949,174.943,190213,4
13020,Till the World Ends,Britney Spears,1,38iU2jg98IZZEIJPrP7aWD,0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.45,131.951,237947,4
13021,The Show Goes On,Lupe Fiasco,1,4NTWZqvfQTlOMitlVn6tew,0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,239613,4
13022,The Edge of Glory,Lady Gaga,1,0JNdS1n0ifOP25XvhwAMgM,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,127.952,320587,4
13023,We R Who We R,Kesha,1,3LUWWox8YYykohBbHUrrxd,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,204760,4
13024,Black and Yellow,Wiz Khalifa,1,5A6OHHy73AR5tLxgTc98zz,0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.538,164.02,217667,4
13025,Tonight Tonight,Hot Chelle Rae,1,2i0AUcEnsDm3dsqLrFWUCq,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,200467,4
13026,Blow,Kesha,1,3pYDZTJM2tVBUhIRifWVzI,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66E-05,0.073,0.812,120.013,219973,4
13027,Lighters,Bad Meets Evil,1,5zpDHEU12zATwLGvozxPw2,0.676,0.695,0,-8.327,1,0.245,0.352,0,0.119,0.144,90.268,303813,4
13028,Stereo Hearts,Gym Class Heroes,1,0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960,4
13029,The Time (Dirty Bit),The Black Eyed Peas,1,7vWFaMq63AwkFDhS2OAg5u,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77E-06,0.602,0.436,127.979,307640,4
13030,Coming Home,Diddy – Dirty Money,1,6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,238693,4
13031,Hey Baby (Drop It to the Floor),Pitbull,1,3rfhI32Il2hVRKDkuGeeen,0.595,0.913,10,-3.428,0,0.0884,0.0435,0,0.259,0.762,128.021,234453,4
13032,6 Foot 7 Foot,Lil Wayne,1,0z5ZPs57J2KERwM1tBM2GF,0.365,0.751,2,-5.429,1,0.304,0.000707,0,0.318,0.604,79.119,248587,4
13033,Just a Kiss,Lady Antebellum,1,2OXidlnDThZR3zf36k6DVL,0.593,0.639,1,-5.826,1,0.0307,0.446,0,0.0998,0.332,142.881,218840,4
13034,Dirt Road Anthem,Jason Aldean,1,2qYsSHsYkihWx043HVJQRV,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87E-06,0.117,0.635,127.024,229400,4
13035,No Hands,Waka Flocka Flame,1,03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,263773,4
13036,I Wanna Go,Britney Spears,1,5cCAZS9VhLGEDV4NCfieeg,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.80E-06,0.332,0.787,130.002,210267,4
13037,I'm on One,DJ Khaled,1,1jYiIOC5d6soxkJP81fxq2,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984,288877,4
13038,You Make Me Feel...,Cobra Starship,1,16Of7eeW44kt0a1M0nitHM,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71E-06,0.0385,0.748,131.959,215693,4
13039,Yeah 3x,Chris Brown,1,2QtxlzvSBONjs1bDC34ixs,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16E-06,0.0934,0.7,130,241667,4
13040,Moment 4 Life,Nicki Minaj,1,0ConttVd0Ebk3dLNquOmh0,0.68,0.882,11,-3.883,1,0.236,0.406,0,0.241,0.386,97.943,279307,4
13041,I Need a Doctor,Dr. Dre,1,70ATm56tH7OrQ1zurYssz0,0.594,0.946,3,-4.521,1,0.452,0.0869,0,0.306,0.397,155.826,283733,4
13042,Motivation,Kelly Rowland,1,4Cv5dkUBqepa0siwGREihD,0.735,0.679,9,-5.588,0,0.0431,0.18,0.000198,0.0766,0.264,140.858,231173,4
13043,Stereo Love,Edward Maya,1,5RfBhOGNbbXT5LiIvbHLhN,0.773,0.736,9,-5.589,1,0.0383,0.0335,0.0184,0.104,0.212,127.056,184000,4
13044,Jar of Hearts,Christina Perri,1,0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,246587,4
13045,Roll Up,Wiz Khalifa,1,53DB6LJV9B8sz0p1s6tlGS,0.523,0.805,3,-5.473,1,0.192,0.0524,0,0.0914,0.602,125.358,227773,5
13046,Sexy and I Know It,LMFAO,1,0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,199480,4
13047,Rocketeer,Far East Movement,1,45sDIKapDyxPl307QpEAwl,0.664,0.845,4,-6.115,0,0.0461,0.181,0,0.267,0.357,96.005,211253,4
13048,All of the Lights,Kanye West,1,22L7bfCiAkJo5xGSQgmiIO,0.541,0.803,1,-3.284,1,0.0738,0.0796,1.71E-05,0.176,0.221,142.135,299613,4
13049,Hold It Against Me,Britney Spears,1,7Dyq1bhhjknLKEGg4k5NLr,0.648,0.722,0,-4.813,0,0.0427,0.0103,0,0.24,0.389,132.973,228827,4
13050,More,Usher,1,0aBKFfdyOD1Ttvgv0cfjjJ,0.551,0.893,7,-2.628,1,0.0543,0.00166,0,0.348,0.794,125.083,219987,4
13051,What the Hell,Avril Lavigne,1,2z4U9d5OAA4YLNXoCgioxo,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,220707,4
13052,Written in the Stars,Tinie Tempah,1,61HQWI1Woxup7CnGwVUsdI,0.644,0.945,7,-3.534,1,0.0717,0.0587,0,0.184,0.573,91.017,219560,4
13053,For the First Time,The Script,1,09ZcYBGFX16X8GMDrvqQwt,0.396,0.629,9,-4.78,1,0.0287,0.0328,0,0.183,0.358,173.794,252853,4
13054,Honey Bee,Blake Shelton,1,0gY2iq0xJPRoIB1PScKSw4,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49E-06,0.121,0.723,205.57,210720,4
13055,Don't You Wanna Stay,Jason Aldean,1,7CZiLgkiVHhFcDkI2Y4lZ4,0.445,0.631,11,-4.798,1,0.0304,0.129,0,0.0911,0.152,143.846,256440,4
13056,We Found Love,Rihanna,1,6qn9YLKt13AGvpq9jfO8py,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,4
13057,Pretty Girl Rock,Keri Hilson,1,2Adn2LNgkHMH5TelQVAu4n,0.666,0.87,11,-5.004,0,0.246,0.203,0,0.0851,0.9,160.014,243920,4
13058,Yoü and I,Lady Gaga,1,6rkAY9rk1NTFB94QxG3LJR,0.518,0.709,2,-5.234,1,0.0476,0.075,0,0.0935,0.514,127.083,307347,4
13060,Back to December,Taylor Swift,1,3DrjZArsPsoqbLzUZZV1Id,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,293027,4
13061,Crazy Girl,Eli Young Band,1,1nVLAEzhBXMJLR5zAl90Nl,0.366,0.651,4,-3.842,1,0.031,0.000415,0.00526,0.271,0.257,151.343,200707,3
13062,Cheers (Drink to That),Rihanna,1,46MDLc0Yip6xCMSsdePOAU,0.576,0.912,9,-3.623,1,0.0403,0.0182,0,0.293,0.727,79.981,261747,4
13063,Who Says,Selena Gomez & the Scene,1,3TcL0dyCMyr0kyTTc4NLgI,0.682,0.927,4,-2.915,1,0.0479,0.0843,0,0.149,0.744,101.019,195613,4
13064,Barefoot Blue Jean Night,Jake Owen,1,3ts6xK5GzfMAAriT9AIBmP,0.6,0.808,4,-4.679,1,0.0403,0.208,0,0.196,0.809,172.016,167427,4
13065,Knee Deep,Zac Brown Band,1,4wMU7elLxUolFEAaOOa7mv,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41E-06,0.095,0.61,90.987,203173,4
13066,Country Girl (Shake It for Me),Luke Bryan,1,0yD66650JxhqKbW76C2qCo,0.645,0.904,2,-4.532,1,0.0462,0.0293,0,0.0834,0.671,105.97,225560,4
13067,Remind Me,Brad Paisley and Carrie Underwood,1,1fyn8sSSWmENiDns4n3N2q,0.493,0.639,5,-8.147,1,0.035,0.0316,2.00E-05,0.0671,0.229,140.764,249880,4
13068,In the Dark,Dev,1,1pbHy9VBpSyZh56xuujZz0,0.736,0.823,8,-4.231,1,0.0675,0.00358,0.000914,0.33,0.442,124.954,226227,4
13069,Backseat,New Boyz,1,4dWjQ3wEfW6KPaaxCoaPH4,0.595,0.923,7,-3.449,1,0.144,0.0693,0,0.505,0.782,125.029,224093,4
13070,Headlines,Drake,1,6LxSe8YmdPxy095Ux6znaQ,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,235987,4
13071,Best Thing I Never Had,Beyoncé,1,3lBRNqXjPp2j3JMTCXDTNO,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57E-05,0.0894,0.297,99.099,253747,4
13072,Don't Wanna Go Home,Jason Derulo,1,1r3myKmjWoOqRip99CmSj1,0.671,0.808,2,-4.861,0,0.0652,0.02,0,0.134,0.637,121.956,206080,4
13073,Where Them Girls At,David Guetta,1,63rbP24OzfaQCJjsHWZXnY,0.664,0.873,3,-3.115,1,0.0394,0.0305,0,0.228,0.571,129.876,210093,4
13074,She Ain't You,Chris Brown,1,3dhvQUA0NyrAea4vQ7X6Gn,0.634,0.716,2,-6.502,1,0.128,0.0341,0,0.0877,0.619,91.039,248107,4
13075,Take a Back Road,Rodney Atkins,1,7B6m8tHAYZsOKOKMU5SR2n,0.581,0.856,3,-4,1,0.0783,0.183,0,0.0871,0.918,169.902,209427,4
13077,Sure Thing,Miguel,1,0JXXNGljqupsJaZsgSbMZV,0.684,0.603,11,-8.127,0,0.0989,0.0275,0.000311,0.191,0.504,81,195373,4
13078,Price Tag,Jessie J,1,5mvKuE9Lf9ARVXVXA32kK9,0.638,0.831,5,-3.944,1,0.182,0.0281,3.06E-06,0.277,0.685,175.038,223053,4
13079,God Gave Me You,Blake Shelton,1,0w9LJae3sVlZlH2CnxTInF,0.483,0.844,2,-5.043,1,0.0314,0.00481,7.29E-05,0.405,0.543,151.977,229533,4
13080,She Will,Lil Wayne,1,3FFcZZq3Z3EJrhUecwcMdG,0.364,0.841,8,-4.831,1,0.119,0.000402,0,0.242,0.0837,100.14,305840,5
13081,Are You Gonna Kiss Me or Not,Thompson Square,1,2TAcwD5KcV9uY3O1tLGV15,0.485,0.701,8,-3.807,1,0.0288,0.039,0,0.0977,0.613,151.948,184920,4
13082,You and Tequila,Kenny Chesney,1,1t2hJFgJyUPD2crOafMUEk,0.691,0.454,6,-9.13,1,0.0256,0.437,0.00227,0.0783,0.35,135.839,242840,4
13083,Colder Weather,Zac Brown Band,1,45lN0MxlzE7qhub3bRhCm3,0.382,0.471,3,-7.643,1,0.0344,0.616,0,0.91,0.253,139.3,269533,4
13084,My Last,Big Sean,1,70tFuqBcduJv15bEnOPRTh,0.387,0.773,8,-5.685,1,0.17,0.098,0,0.209,0.368,78.629,254120,4
13085,Dark Horse,Katy Perry,1,5jrdCoLpJSvHHorevXBATy,0.645,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931,215672,4
13086,All of Me,John Legend,1,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560,4
13087,Fancy,Iggy Azalea,1,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,199938,4
13088,Counting Stars,OneRepublic,1,6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017,257840,4
13089,Talk Dirty,Jason Derulo,1,5KONnBIQ9LqCxyeSPin26k,0.635,0.691,0,-4.862,1,0.258,0.555,0,0.097,0.638,82.142,217419,4
13090,Rude,Magic!,1,6RtPijgfPKROxEzTHNRiDp,0.774,0.756,1,-4.995,1,0.0389,0.0423,0,0.305,0.931,144.032,224840,4
13091,All About That Bass,Meghan Trainor,1,5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,187920,4
13092,Problem,Ariana Grande,1,7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83E-06,0.159,0.625,103.009,193920,4
13093,Stay with Me,Sam Smith,1,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39E-05,0.11,0.184,84.094,172724,4
13094,Timber,Pitbull,1,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,204160,4
13095,Pompeii,Bastille,1,3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,214148,4
13096,Am I Wrong,Nico & Vinz,1,1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58E-06,0.55,0.779,119.968,245867,4
13097,Turn Down for What,DJ Snake and Lil Jon,1,72TvuxFMx4ISbTRS9aFNFb,0.757,0.791,4,-7.447,1,0.0599,0.0147,0.216,0.062,0.135,99.99,214000,4
13098,The Monster,Eminem,1,48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250189,4
13099,Team,Lorde,1,3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,193059,4
13100,Let Her Go,Passenger,1,0JmiBCpWc1IAc0et7Xm7FL,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.244,74.897,252733,4
13101,Royals,Lorde,1,2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,190185,4
13102,Wake Me Up,Avicii,1,4h8VwCb1MTGoLKueQ1WgbD,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
13103,Demons,Imagine Dragons,1,2YaY6wwlPAi4FK9MnNX8Im,0.512,0.775,8,-4.773,1,0.0317,0.34,6.33E-05,0.256,0.276,102.003,196947,4
13104,Story of My Life,One Direction,1,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,4
13105,Chandelier,Sia,1,2s1sdSqGcKxpPr5lCl7jAV,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,216120,5
13106,Black Widow,Iggy Azalea,1,7pNC5ZIKtwUK0ReSpM3P9f,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,209423,4
13107,Bang Bang,"Jessie J, Ariana Grande and Nicki Minaj",1,1z3Q0Vv26kdsSc8KshjNWX,0.693,0.866,8,-4.448,1,0.0428,0.0365,0.00112,0.361,0.19,149.946,224680,4
13108,Latch,Disclosure,1,1DunhgeZSEgWiIYbHqXl0c,0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,121.986,255867,4
13109,Maps,Maroon 5,1,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960,4
13110,Loyal,Chris Brown,1,5BrTUo0xP1wKXLJWUaGFtk,0.841,0.522,10,-5.963,0,0.049,0.0168,1.37E-06,0.188,0.616,99.059,264947,4
13111,Best Day of My Life,American Authors,1,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4
13112,Habits (Stay High),Tove Lo,1,14OxJlLdcHNpgsm4DRwDOB,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59E-05,0.0829,0.348,110.003,209160,4
13113,Summer,Calvin Harris,1,6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4
13114,Boom Clap,Charli XCX,1,0Y1MWB026LYxGvhq4EcMiC,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,4
13115,Drunk in Love,Beyoncé,1,6jG2YzhxptolDzLHTGLt7S,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,323480,4
13116,Anaconda,Nicki Minaj,1,794F99D5BQHS5ZGRXAs7I5,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78E-06,0.214,0.646,129.994,260240,4
13117,Break Free,Ariana Grande,1,12KUFSHFgT0XCoiSlvdQi4,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35E-05,0.204,0.284,129.956,214840,4
13118,Bailando,Enrique Iglesias,1,32lm3769IRfcnrQV11LO4E,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68E-06,0.0451,0.961,91.017,243413,4
