,Title,Artist,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
8529,Betta Riddim,Riton,0,08o8YdDktKWXGQ7SwIKOro,0.838,0.827,1,-5.211,1,0.121,0.0876,0.0254,0.04,0.74,124.03,207454,4
8531,Switch Lanes - Album Version (Edited),Tyga,0,2RIzS7rHCoLjaN3wULofLy,0.769,0.85,10,-4.434,0,0.256,0.488,0.000906,0.0973,0.476,92.521,220560,4
8532,Out Of My Mind (feat. Nicki Minaj),B.o.B,0,2TJ5ei0GrErhEdAwWITbgd,0.645,0.715,10,-5.97,0,0.172,0.362,0,0.0795,0.801,131.969,222960,4
8533,Spoonman - Steve Aoki Remix,Soundgarden,0,0hwf50U1Ur208CGCPcK49H,0.464,0.843,7,-3.843,1,0.0573,0.00806,0.000258,0.0669,0.0355,92.035,164348,4
8534,"My Boo (feat. Vince Staples, Kučka, Ngaiire & Vera Blue) [Triple J Like A Version]",Flume,0,2Ou23o8Cqkrn46rLKLDLK6,0.676,0.669,9,-4.993,1,0.237,0.284,0,0.0787,0.195,128.913,231282,4
8535,Go DJ - Album Version (Edited),Lil Wayne,0,6iEvECKDbtcbfbTLNoQGe1,0.759,0.78,6,-4,1,0.164,0.0803,0,0.171,0.715,157.961,281827,4
8536,Battle Cry,Jack White,0,34GHyS8Jl4ArYRE4AB7No7,0.418,0.438,7,-8.222,1,0.0373,0.00626,0.883,0.181,0.408,134.762,151747,4
8537,Are We Faded - Machinedrum Juke-Out Remix,Keys N Krates,0,5G7lEVEfwvctE7FUU18Wdz,0.761,0.476,4,-6.924,0,0.113,0.00432,0.347,0.125,0.356,75.993,202126,4
8538,Legendary,"Royce Da 5'9""",0,7m8lbPzqUmdq6EfhMUhf4Z,0.634,0.76,7,-6.904,1,0.22,0.239,0,0.362,0.342,103.125,206733,3
8539,Where Are You Now?,Lady Leshurr,0,0Wfabge2M5GOoVYOMwDe1t,0.774,0.794,1,-3.984,0,0.33,0.272,0,0.187,0.853,149.871,195600,4
8540,Hand Clapping Song,Tropkillaz,0,0ARdUFG6P2HR1mQvFoBJmq,0.65,0.975,4,-4.968,0,0.0686,0.000411,0.82,0.105,0.309,100.017,235269,4
8541,On Your Mark,Gregor Salto,0,6Sj9HYcxzo9fbCc7HcxbIS,0.744,0.831,0,-4.022,1,0.0507,0.00474,0.789,0.128,0.201,128.025,241245,4
8542,Soundclash,Flosstradamus,0,1CHcv3ENgWTEkTUayOBShJ,0.686,0.969,11,-4.46,0,0.344,0.214,8.20E-06,0.337,0.789,155.003,199995,4
8543,New Level,A$AP Ferg,0,11BIoKDpTJHX5mZt6p566h,0.526,0.655,1,-4.208,0,0.326,0.0566,0,0.116,0.156,121.127,267212,4
8544,Work - BURNS' Late Night Rollin Remix,Rihanna,0,3aIDdmsRFNgZNXzkgRwqUG,0.806,0.576,11,-7.986,1,0.221,0.0119,1.80E-05,0.212,0.452,105.91,222547,4
8545,Slight Work (feat. Big Sean),Wale,0,0xOFqoCyGiLFgGAXD73xtC,0.861,0.875,1,-5.913,0,0.106,0.422,0,0.837,0.747,105.124,219280,4
8546,Rude - Zedd Remix,MAGIC!,0,6rmtT7Y8cH7NpvovoPiV6k,0.598,0.836,1,-2.388,1,0.0457,0.0324,2.44E-06,0.0751,0.343,130.009,273231,4
8547,Finna Get Loose,Diddy,0,2xRZZn6H6Hl8I3x4SinztH,0.91,0.84,11,-3.046,1,0.254,0.00889,0,0.424,0.353,107.004,239893,4
8548,Electric Pow Wow Drum,A Tribe Called Red,0,5e8v4ibmsMHxHLALe5KaiZ,0.658,0.573,3,-5.408,0,0.107,0.023,0.0613,0.0981,0.583,133.442,219853,4
8549,Watch Out For This (Bumaye),Major Lazer,0,3j9o0zUoyGNXkijNSyRyBI,0.819,0.759,10,-4.115,0,0.147,0.0196,6.53E-06,0.0613,0.88,108.026,269147,4
8550,Drinkee (Vintage Culture & Slow Motion! Remix),Sofi Tukker,0,1WNANkyS8v93dc4IojN6Bm,0.813,0.697,4,-4.995,1,0.041,0.00778,0.699,0.0995,0.673,122.005,342295,4
8551,Animals - Victor Niglio & Martin Garrix Festival Trap Mix,Martin Garrix,0,0g5S3hPuTNFWRq2CbpXy9F,0.42,0.873,1,-4.326,1,0.0491,0.00429,0.827,0.0349,0.344,139.931,198480,4
8552,Watch Out,Deejay Theory,0,65HroZGdybebPG4wq8aX1Z,0.55,0.875,8,-3.457,0,0.375,0.122,0,0.327,0.608,125.349,220382,5
8553,Lit,DENM,0,5Yih8ndWCVWvuls4mn2ho7,0.61,0.71,11,-1.689,1,0.253,0.034,0,0.0889,0.81,138.766,194529,5
8554,Heard Em Say,Leikeli47,0,1ROhj4H32HO4PouvA86eCE,0.741,0.84,10,-4.971,0,0.0978,0.0101,0,0.0946,0.312,126.962,183609,4
8555,Shake Baby Shake,Drop The Lime,0,6gZsajr7igxWXY1Dyj9R0A,0.628,0.995,8,-4.891,1,0.0922,0.00452,0.615,0.284,0.345,128.02,155899,4
8556,Nobody Does It Better,Michael Calfan,0,71qJKN5aGOnAHHuui6344H,0.679,0.839,0,-5.579,1,0.0303,0.000772,0.00173,0.0772,0.566,123.041,148293,4
8557,Drop That Low (When I Dip),Tujamo,0,0WSjVLITbxV6kVXndziQDm,0.586,0.896,5,-4.132,0,0.372,0.00945,0.836,0.121,0.103,125.744,160000,4
8558,Woman - Mstrkrft Remix,Wolfmother,0,28EgO531KJ8wdNBPlbzEKO,0.675,0.854,7,-4.498,1,0.122,0.00122,0.00382,0.184,0.962,132.975,209987,4
8559,Ready For Your Love,Gorgon City,0,5wGLQvq6JoxYZX7V3ymPS5,0.677,0.753,5,-7.038,1,0.154,0.0531,0.0128,0.333,0.471,121.939,198881,4
8560,Boneless,Steve Aoki,0,2SSFvQBwsxeazzo7z5l9gD,0.706,0.912,8,-4.44,0,0.0565,0.0195,0,0.232,0.925,128.004,223413,4
8561,Hype,Dizzee Rascal,0,6Ia0FTYxZArIJwkfknkvxH,0.774,0.992,4,-1.576,0,0.0526,0.011,0,0.282,0.601,123.997,211657,4
8562,Memories (feat. Kid Cudi),David Guetta,0,4dTaAiV9xFFCxnPur9c9yL,0.544,0.87,8,-6.103,1,0.26,0.0015,2.80E-06,0.246,0.502,129.984,210093,4
8563,Alright - Jesse Slayter Remix,Tommie Sunshine,0,4gKxyvhw61ncEchHEcff5u,0.702,0.946,4,-5.948,1,0.085,0.00293,0.235,0.224,0.286,159.992,216253,4
8564,Air Maxwell,Forest Pond,0,37V9shDhFjxdJ5oYkf8D1n,0.636,0.949,11,-4.786,1,0.0739,0.0019,0.75,0.608,0.257,100.03,150800,4
8565,Tick Tick Boom,The Hives,0,6tedQ1ZmbygqhbdcfJL7Xb,0.565,0.831,9,-3.102,0,0.113,0.000384,1.21E-05,0.245,0.498,135.111,205413,4
8566,Freaks - Radio Edit,Timmy Trumpet,0,4f3NHOxgC8Bg21IJBg4cZ3,0.882,0.965,4,-0.818,1,0.13,0.0136,0.388,0.206,0.759,128.129,169160,4
8567,Golddust,DJ Fresh,0,7e0JYBx8mE2DgPqSIioIZ2,0.512,0.931,0,-1.162,1,0.154,0.26,0,0.399,0.237,176.965,191560,4
8568,Lover Chanting - Edit,Little Dragon,0,3ceihRUljV1eSM1plIjsB6,0.865,0.762,0,-7.444,1,0.0762,0.0166,0.795,0.0233,0.896,118.005,205465,4
8569,Run Run,CAZZETTE,0,64TB6vy9OSpv8mlA7hBKJ0,0.737,0.781,5,-7.52,0,0.0509,0.15,0.00316,0.121,0.57,121.952,223480,4
8570,Fashion After All,Poppy,0,3ugrGR9yVmaqmCnDx8vYN8,0.811,0.628,6,-6.119,0,0.037,0.00275,0.0171,0.0802,0.617,123.04,203352,4
8571,Slip Away,Basement,0,4hI8PLtF0C3JBSUG5EsQtv,0.428,0.951,9,-3.441,1,0.098,0.00121,3.18E-05,0.152,0.37,143.961,177707,4
8572,Wishing Well,Dylan Cartlidge,0,7dBfqVT0ei4enJX2vdZQMw,0.8,0.797,11,-4.991,0,0.0387,0.162,5.35E-06,0.0692,0.963,126.051,203853,4
8573,Rain Dance,Tough Love,0,1PuEr8bp2HXKVlyZfTXHj0,0.7,0.96,7,-4.885,1,0.0974,0.167,0.00601,0.305,0.439,124.899,174720,4
8574,Walking Away,St. Lucia,0,30mRtt3FSXnBK4HuL1VOz6,0.698,0.538,9,-7.114,0,0.0282,0.00151,0.00569,0.0932,0.403,110.011,262813,4
8575,Soulful,And the Animal,0,10jnFyajtwUMHeUQdIFFef,0.575,0.883,2,-6.108,0,0.0301,0.00332,6.77E-05,0.139,0.438,114.988,219597,4
8576,Make it Better - 2018 Mix,The Knocks,0,6je9ueszqdSoFDtspaI7fK,0.576,0.961,9,-6.094,0,0.0394,0.0111,0.00839,0.35,0.959,126.99,236117,4
8577,Heat of the Summer,Young the Giant,0,649o53ULWYN1y7V2OI5kgo,0.602,0.856,7,-5.558,1,0.0458,0.00515,2.97E-06,0.098,0.895,80.021,211387,4
8578,Standout,Kid Dean,0,6VpMy6WVLDOhdCit132Z91,0.724,0.806,9,-5.88,0,0.0954,0.26,1.79E-05,0.0846,0.941,74.985,153600,4
8579,This Head I Hold,Electric Guest,0,1tzPSule9WZ9B8SujHv8fp,0.663,0.873,0,-4.915,1,0.0328,0.0268,0.0108,0.261,0.962,162.021,175773,4
8580,Body and Soul,teddy<3,0,3DbTGWUUEyqhttjO7DnCMB,0.77,0.844,2,-6.053,0,0.0412,0.139,0.0473,0.0773,0.913,145.971,150520,4
8581,My Milkshake,Kelis,0,1EIxbLbBCR73asB6f2WZOe,0.854,0.947,9,-4.441,1,0.0632,0.0154,0,0.241,0.793,121.985,184520,4
8582,Back To You - Riton & Kah-Lo Remix,Selena Gomez,0,2YyVBV0klw0T6EvSVkCpuW,0.747,0.751,6,-5.053,1,0.0342,0.0283,3.71E-05,0.498,0.772,113.001,178347,4
8583,New Light - Zookëper Remix,John Mayer,0,6fjuvcy4XmIno1aZ0yDlFH,0.709,0.939,4,-4.46,0,0.0542,0.0103,0.0845,0.0936,0.389,124,237933,4
8584,Secrets - Syn Cole Remix,P!nk,0,33wOasZTtxjRoWeFiHuR1a,0.702,0.796,9,-3.129,0,0.0522,0.0135,5.56E-06,0.15,0.61,125.998,190476,4
8585,Here on My Own,Swardy,0,0bsR8k20ADjBCdOOAntDyi,0.793,0.51,1,-8.88,1,0.039,0.131,0.861,0.0681,0.433,120.003,350261,4
8586,This Ain't Really Love,Sophisticated Ladies,0,2CxfaMvZyhJdN7Qap6xSgP,0.64,0.869,10,-7.803,0,0.259,0.0465,0,0.0842,0.76,112.798,260417,4
8587,We Should Be Free,Marquis Hawkes,0,4xSHnlryc9WjSFlVfNNO14,0.616,0.867,1,-8.89,1,0.0764,0.000788,0.00967,0.0706,0.631,122.983,423648,4
8588,I Did It!,Kitten,0,488Tk9iPifa1ba8XiJ1oMe,0.426,0.952,2,-4.67,1,0.0807,1.82E-05,0.00038,0.335,0.63,77.045,212591,4
8589,Let 'Em Talk,Kesha,0,1nxufatvWIGPPBtPACXzu8,0.479,0.929,9,-3.461,1,0.141,0.0357,0.125,0.148,0.606,179.912,185813,4
8590,April,Doubt,0,6GGpckiANchiApJNYpapw1,0.163,0.0615,0,-23.781,1,0.0386,0.984,0.959,0.125,0.0355,93.117,111655,1
8591,Maradona Riddim,DJ Snake,0,6QsMORizT7A2vwfOwU8xAM,0.723,0.688,9,-4.754,0,0.044,0.106,0.0493,0.259,0.707,117.929,197288,4
8592,Side Effects (feat. Emily Warren),The Chainsmokers,0,2dQOkqOVJgjMmQZFne3i62,0.727,0.386,0,-11.743,0,0.0479,0.472,0.878,0.107,0.662,110.246,168298,4
8593,Ginger,Riton,0,7mtHQxn7gie9dFH1bs21hE,0.791,0.935,3,-4.118,0,0.074,0.0701,0.00369,0.0511,0.802,121.999,159010,4
8594,Feel About You (feat. Mapei),Silk City,0,4VwelhIHr9HY2zjUFS8QRW,0.716,0.901,1,-6.104,1,0.0653,0.124,0.06,0.269,0.437,120.996,170987,4
8595,Just My Type,The Vamps,0,0q2e5jdjxFaaYRf49b1vLj,0.61,0.87,2,-4.012,0,0.0693,0.00299,0,0.064,0.523,125.014,211360,4
8596,Sun In Our Eyes,MØ,0,5vsRm2aCBl5T2qdpvwtrf6,0.757,0.832,4,-3.318,0,0.0758,0.0384,0.00241,0.661,0.386,125.894,217933,4
8597,Both Sides,Chantel Jeffries,0,2nN66ASp1YEDvKJhGynjHO,0.655,0.785,7,-7.089,1,0.172,0.592,0.0355,0.11,0.226,124.918,170302,4
8598,Horizon - Poolside Remix,Tycho,0,1pZLRkzmhVCNMtvsSNq4Bp,0.725,0.621,8,-8.569,1,0.0408,0.0109,0.846,0.116,0.544,112,351429,4
8599,Be Right Here,Kungs,0,6Yk4HTvs1Ww41l4c7iyBlH,0.625,0.864,1,-3.942,0,0.041,0.00349,2.20E-05,0.131,0.115,123.022,191000,4
8600,A Brighter Love - Edit,St. Lucia,0,590BlRXa6rxy6pf9ZtSBZZ,0.793,0.574,4,-5.666,0,0.0338,0.057,0.000836,0.0864,0.4,114.014,235747,4
8601,Self Control,Bebe Rexha,0,14FmT2vkYihAs64ixAbk6t,0.652,0.773,11,-4.815,0,0.0337,0.0593,0,0.0615,0.183,97.515,174507,4
8602,I Told You,Nora Van Elken,0,16kwc3CCTp3w5XSKO7TpX7,0.82,0.705,0,-5.096,0,0.0421,0.117,0.00871,0.117,0.222,122.026,201696,4
8603,Rocket Girl (Feat. Betty Who),Lemaitre,0,4wvj3LqF8EqGxoNc1FIbHr,0.614,0.864,5,-4.195,0,0.0401,0.0131,0.000953,0.185,0.335,104.966,238840,4
8604,Anne Marie,Looking for Lucas,0,7gulkar46Vufdq1pCUk9N9,0.497,0.79,2,-5.253,1,0.059,0.00451,0.0459,0.155,0.614,150.148,145347,4
8605,Stop (WWW) - Radio Edit,Justice,0,0Dx2JcexaaBU11URKp9Fc1,0.511,0.524,1,-8.342,1,0.0303,0.12,0.073,0.237,0.491,85.03,209826,4
8606,Bella ciao - HUGEL Remix,El Profesor,0,41hAKBCtTuRH2aItnktHJI,0.842,0.488,11,-7.856,0,0.0844,0.218,0.00718,0.0877,0.647,126.019,164955,4
8607,Seve - Radio Edit,Tez Cadey,0,6UqRGwjwYL0stXbaodTxwo,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,210853,4
8608,Answerphone (feat. Yxng Bane),Banx & Ranx,0,1HagMz5nWk1HmevNCBOxF3,0.671,0.834,1,-3.928,0,0.0885,0.0387,0,0.454,0.454,113.021,190921,4
8609,Run Wild,Thutmose,0,0sUbZl0wtlpJMW2d1sFALA,0.582,0.962,11,-2.956,1,0.132,0.011,0,0.628,0.576,76.014,159474,4
8610,Too Many Colors,Twin Shadow,0,4gv3fjcTDoHWKpmTNCJj1k,0.789,0.688,1,-7.029,1,0.049,0.0335,0.0633,0.0803,0.514,122.957,226302,4
8612,Me & You (feat. IRO),Alok,0,2WTCoQLkQ9FPdvThkf8nN1,0.78,0.63,2,-6.52,0,0.0334,0.166,0.156,0.105,0.367,120.988,327273,4
8613,MI Amore,FRENSHIP,0,1KOk8dmw6ycKWSAj0jZspA,0.817,0.55,5,-6.259,0,0.0456,0.175,0.00487,0.161,0.914,131.013,231587,4
8614,Glimmer,LIONE,0,3wgu3Yq2tqdJH9nmUt3kfx,0.466,0.891,7,-2.712,0,0.0344,0.00233,0.0258,0.123,0.406,93.026,261126,4
8616,City Looks Pretty,Courtney Barnett,0,19nUjmaqEhWvOtKk72NXGC,0.31,0.781,2,-6.544,1,0.0341,0.00691,0.00351,0.113,0.185,128.024,281587,4
8617,Good Thing,Kideko,0,2MVNF5tZz5qSzmVOxMNdcp,0.738,0.853,10,-4.526,0,0.0863,0.135,1.04E-06,0.0912,0.763,119.949,200255,4
8618,That's It (I'm Crazy),Sofi Tukker,0,3quo1L37ZrOXs35UjnwJ2L,0.798,0.543,5,-6.258,0,0.0495,0.0133,0.000468,0.147,0.532,115.094,204538,4
8619,Waves - JordanXL Remix,Dean Lewis,0,3idyB7eZlIhTxp1baHvjlW,0.703,0.721,11,-6.654,0,0.0337,0.0991,4.33E-06,0.0795,0.374,109.987,194416,4
8620,Bum Bum Tam Tam - Jax Jones Remix,MC Fioti,0,5NOuNThafeyeuqjD4q6fzt,0.874,0.789,0,-4.667,1,0.036,0.112,0.149,0.0806,0.454,125.036,208910,4
8621,Pink Lemonade,James Bay,0,5nSDY75s6O6jA0K7J1EMYQ,0.475,0.922,1,-2.548,0,0.0469,9.39E-05,0.0203,0.748,0.701,152.011,252907,4
8622,Lash Out,Alice Merton,0,5F51taSDqgSZhhEEBZAsQT,0.744,0.77,9,-4.071,0,0.0531,0.0264,1.27E-05,0.133,0.901,128.005,194520,4
8623,Vignette,Shallou,0,7mR4MXiaLSKKkO42sh4IBo,0.577,0.663,9,-7.714,0,0.0368,0.77,0.176,0.0955,0.184,120.016,238257,4
8624,Chasing Fire,Lauv,0,2zXRAZvUb2B5PzJGwCtFe0,0.709,0.562,5,-4.864,1,0.0724,0.0449,0,0.217,0.386,125.965,205267,4
8625,High Horse,Kacey Musgraves,0,2U2Z1IXnmJIvlknWizFykZ,0.725,0.674,11,-5.254,0,0.0363,0.0325,3.55E-06,0.0531,0.773,120.057,213693,4
8626,Just Dropped In (My Condition) [feat. Joe Cleere] - Mesto Remix,Sam Feldt,0,6LmZk4KJndGnJWLOxMBvki,0.815,0.593,2,-7.492,0,0.0457,0.0106,0.0404,0.0616,0.679,128.009,215417,4
8627,Eastside (feat. Soren Bryce),Jacob Plant,0,19ae6XzRdswHC4jP4P9nHB,0.666,0.855,9,-4.797,0,0.0348,0.000862,0.0105,0.17,0.185,120.03,198000,4
8628,Moon Unit,Flyte,0,2FCxDjlRhRFyWdAq9BPgTF,0.564,0.817,2,-6.154,1,0.0267,0.0219,0.00272,0.107,0.785,129.896,208903,4
8629,What a Time to Be Alive,Superchunk,0,1zDKbCCIrsYJLxzwxZvrTo,0.419,0.968,11,-5.15,0,0.074,8.32E-05,3.17E-06,0.318,0.721,158.019,225468,4
8630,Wide Awake,Parquet Courts,0,2wF5p2dfUbEiqAnCRVNwmK,0.716,0.736,7,-3.761,1,0.0363,0.165,0.000171,0.0746,0.945,98.005,186107,4
8631,Man That I Used To Know,Apollo LTD,0,0P5peV9vCpcP1A6afrsMLB,0.631,0.916,0,-4.154,1,0.0406,0.000264,0.00144,0.118,0.622,120.006,223013,4
8632,"Right Here, Right Now - CamelPhat Radio Edit",Fatboy Slim,0,6VtKtv4e3u4hbUsS3iQTD5,0.609,0.946,7,-5.101,1,0.069,0.0192,0.604,0.561,0.0872,123.002,209792,4
8633,We The Funk,Dillon Francis,0,3dXWDwSl1Kooi0gPFizIud,0.68,0.695,6,-5.772,0,0.144,0.00826,0.000412,0.199,0.509,179.972,187057,4
8634,Breathing Deeper,Shapov,0,0oGA0EZBlnxcz7gAbrTRdi,0.579,0.893,8,-2.608,1,0.032,0.216,0.00392,0.106,0.249,125.02,192000,4
8635,What Do I Do - Dunisco Remix,SJUR,0,1pp4FrVN4RkQMW5Q8LEjnJ,0.802,0.844,6,-6.257,0,0.306,0.115,0,0.0764,0.636,112.055,206403,4
8636,Bicycle,Hymner,0,63g8pjntvRG0zPhMBggx0Z,0.753,0.491,8,-9.684,0,0.0447,0.0481,0,0.341,0.744,123.006,193995,4
8637,Ragabomi,Show Dem Camp,0,7vHT0AbGCgmT3fQdV4yvpn,0.726,0.763,5,-6.035,0,0.131,0.36,0.000496,0.117,0.9,200.019,194886,4
8638,Don't BAB - The Ivyson Tour,Nasty C,0,7kDbjMBlp5RiWy13EnPjwX,0.809,0.616,6,-11.343,0,0.0757,0.111,0.000116,0.105,0.433,149.974,232000,4
8639,Savage,Dmstry,0,5ebTaaCwvbLWUzNWJO1mUn,0.714,0.617,3,-4.35,1,0.0624,0.391,5.44E-05,0.0863,0.352,133.069,202240,4
8640,+-,M.I. Abaga,0,0RrevZ4nkQAP3krXXjq9Cf,0.765,0.518,0,-6.633,0,0.0926,0.32,0.0497,0.199,0.642,93.986,214500,4
8641,Bébé,MHD,0,2sjJrFhDT0oP3fyCocTVyX,0.706,0.672,8,-8.078,1,0.111,0.162,3.55E-06,0.115,0.839,104.017,245713,4
8642,Fine Fine,M.anifest,0,10nX55Zqm8wFrcB4kBri3n,0.729,0.78,9,-8.026,0,0.347,0.25,0,0.0869,0.815,96.046,205006,4
8643,Sweet Boy,Falz,0,08Lr5WQMVAB1OxdkJJTuH9,0.634,0.732,1,-4.304,1,0.188,0.0628,3.36E-06,0.0494,0.948,131.89,162325,5
8644,Hello Goodbye,LADIPOE,0,7F1YeYuc08USZs8Ca921Hy,0.776,0.461,5,-10.612,1,0.266,0.828,0.00247,0.0432,0.651,92.005,203016,4
8645,Wonders,Shatta Wale,0,0YVJIQnSkS4bZlWpxagciA,0.881,0.825,6,-3.873,0,0.259,0.191,0,0.144,0.838,113.039,215087,4
8646,Chat 2 Mi Gyal,Ms Banks,0,6GLKE5QS2eXPezHBWOABTz,0.915,0.567,11,-10.521,0,0.296,0.00547,0.0316,0.0527,0.78,120.036,181349,4
8647,Winning Streak,Shaboozey,0,3qpGsZHqMN56A2mNgOioQC,0.746,0.582,2,-6.109,1,0.0668,0.0116,0.0839,0.18,0.256,118.616,198947,4
8648,Ghana Meets Naija,E.L,0,5qWMr0EDqxSQcoXp0gbjEM,0.921,0.684,11,-3.934,0,0.33,0.149,0,0.0498,0.873,111.95,200438,4
8649,Afro Trap Pt. 10 (Moula Gang),MHD,0,58kSEE8Qi3OXPgZbnVG2cS,0.959,0.769,1,-5.811,1,0.0853,0.00859,0.000221,0.0972,0.374,130.048,174101,4
8650,Fuwa Sewa,Phyno,0,4pPtrk8CWYetzo0WiV6fS2,0.491,0.851,9,-4.335,1,0.381,0.615,0,0.0958,0.61,85.697,256575,4
8651,Don't Keep Me Waiting,Kwesi Arthur,0,13TEzGeUmbKSyyZjDv6ygG,0.753,0.406,9,-8.676,0,0.0376,0.222,0,0.279,0.759,104.944,227865,4
8652,REDMERCEDES - Remix,Aminé,0,24QH8IlI5nQslKXSvKhoR1,0.823,0.596,11,-6.422,0,0.235,0.0193,0.0106,0.249,0.431,102.035,226160,4
8653,Highlander,Nix,0,7LocFCEEr95vDcbhRFLegc,0.788,0.649,1,-4.691,1,0.0709,0.221,0,0.268,0.22,116.088,238000,4
8654,Fela In Versace,AKA,0,4VmIqdbPsBUMAxCf2nnLD3,0.891,0.586,0,-7.17,1,0.102,0.028,0,0.0863,0.594,93.953,328085,4
8655,Mannerz,Bils,0,3B27YnXU9dNN0Xpd9vGcgJ,0.823,0.618,2,-6.979,1,0.0471,0.219,6.56E-06,0.252,0.677,105.031,196599,4
8656,Sadderday,Tobi Lou,0,6X9pjRqAzfuY2FM575kCPh,0.684,0.482,1,-11.801,0,0.0428,0.489,0,0.156,0.413,134.994,216889,3
8657,Yawa,Ajebutter22,0,1jw5vCDwwxM9ttuSWaQBmy,0.735,0.702,2,-5.989,1,0.278,0.448,0.00752,0.0951,0.656,201.988,183092,4
8658,Otedola,Dice Ailes,0,0RTNc1RQqIviHjZIqcZmsm,0.826,0.645,10,-5.857,0,0.248,0.434,1.30E-05,0.463,0.664,108.989,185116,4
8659,Firewood,Fresh L.,0,2FnR1oYkh7QJwlSQashni8,0.765,0.793,11,-4.952,0,0.0831,0.394,1.08E-05,0.123,0.747,106.053,201890,4
8660,Mo Gbono Feli Feli,D'banj,0,15aJ5bXwxMiTQCqCZrJtAA,0.772,0.859,10,-6.396,0,0.0896,0.0753,0.00598,0.0718,0.51,105.962,258000,4
8661,Your Father,M.I. Abaga,0,0QhZQjWVxgL4QaMTOqGIIe,0.964,0.724,9,-4.722,1,0.162,0.0486,0,0.0677,0.581,122.99,163375,4
8662,Wo!!,Olamide,0,0PdcsG2O7LVqYgeg3knbHx,0.862,0.543,4,-10.377,0,0.0795,0.467,0.0014,0.0931,0.961,129.016,195056,4
8663,Kill'N me Softly,Naeto C,0,1N0wl7Tnt71suc5maETBxM,0.801,0.656,2,-7.968,0,0.133,0.125,8.80E-05,0.118,0.882,106.071,228754,4
8664,My Lover,Not3s,0,7KxWxp0bSa5xBfQSUfgRaL,0.802,0.568,6,-7.147,0,0.3,0.15,1.34E-05,0.146,0.597,106.075,192107,4
8665,This One Is,Vector,0,03wSKcHhPtNYwMixz9jCW1,0.699,0.783,5,-5.602,0,0.324,0.0894,0,0.421,0.349,152.039,214021,4
8666,Spirit,Kwesta,0,6Gqzr5DpN48FESo5uHGsJ7,0.786,0.517,8,-11.622,1,0.167,0.156,3.43E-05,0.103,0.287,89.141,253179,4
8667,Kolewerk (Remix),Koker,0,7vMSXN0IQoc9JjRZwkEi7U,0.947,0.718,4,-5.066,0,0.117,0.0421,0,0.109,0.909,108.01,231734,4
8668,Yahooze,Olu Maintain,0,1Aj0avEp5zXD4MR1qeD4pU,0.801,0.634,2,-8.716,0,0.185,0.256,0,0.0669,0.796,112.873,261800,4
8669,Kalamo,Slimcase,0,2S8HFYoj4UKM4BiwPOg377,0.794,0.783,1,-5.423,1,0.329,0.0702,2.62E-05,0.527,0.831,117.087,155897,4
8670,Gongo Aso,9ice,0,5JEw4FrNlWmHxgBkw0jbEj,0.824,0.965,4,-2.742,1,0.0409,0.245,9.84E-05,0.0983,0.902,110.03,224307,4
8671,Wayward,Ajebutter22,0,6pIVOJcdeqIYfssOfgMs86,0.86,0.755,6,-3.412,1,0.0487,0.0836,0.256,0.0717,0.784,103.989,210678,4
8672,Diet,Tiwa Savage,0,2HVcxwoTJDWuRwHtF39M1x,0.592,0.848,1,-5.501,0,0.392,0.119,0,0.624,0.825,160.637,196833,5
8673,Side Effects,The Chainsmokers,0,43HIlAHRIQf8l1wl1kb538,0.772,0.504,0,-9.857,0,0.0762,0.00134,0.00138,0.0789,0.571,110.003,255627,4
8674,these are my friends,lovelytheband,0,3lPj2nA1lIrWIpbnhNG57v,0.617,0.732,11,-6.737,0,0.0278,0.0278,0,0.125,0.723,84.977,208947,4
8675,Remind Me to Forget,Kygo,0,5sIx4BlfYGuZeSLF40N9GH,0.685,0.508,0,-6.4,1,0.0987,0.193,0,0.139,0.315,99.063,217287,4
8676,Leave a Light On,Tom Walker,0,6lOWoTqVnAWXchddtTH31W,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78E-06,0.133,0.267,68.976,185863,4
8677,She Loves Control,Camila Cabello,0,5HwnezK198pJCEj1l2Adjy,0.65,0.758,2,-4.02,1,0.116,0.166,0,0.0889,0.663,94.9,177160,4
8678,Nights With You,MØ,0,5q5gzmbBS5yQzos2BvVr1t,0.763,0.671,1,-4.029,0,0.1,0.401,1.16E-05,0.375,0.602,120.06,197495,4
8679,Drunk As Hell,Lost Kings,0,6BJLqaraRUJmHa2I1c81P9,0.709,0.819,11,-3.399,0,0.0677,0.0586,9.41E-06,0.358,0.332,123.052,203024,4
8680,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,0,7F9vK8hNFMml4GtHsaXui6,0.683,0.53,5,-4.918,0,0.142,0.207,0,0.394,0.645,75.016,190428,4
8681,Nina Cried Power (feat. Mavis Staples),Hozier,0,4rcSvYi807urIIqfeX3tBo,0.365,0.875,1,-3.228,1,0.131,0.00893,0,0.0786,0.655,98.708,225307,4
8682,The Weekend - Funk Wav Remix,SZA,0,0P6AWOA4LG1XOctzaVu5tt,0.775,0.573,11,-4.933,1,0.0585,0.495,0,0.126,0.667,101.925,171806,4
